#{"t_start": 1785346452.3365593, "env_id": "UR10E-pgp-v0"}
r,l,t
-580.574753,1000,48.951637
-302.857808,1000,89.488517
-329.733293,1000,130.156817
-197.357957,1000,171.454237
-623.590664,1000,212.642134
-204.488863,1000,253.749729
-345.334761,1000,294.27142
-464.001891,1000,334.941524
-475.4585,1000,375.327134
-457.370669,1000,415.746022
-244.858453,1000,456.357018
-252.211611,1000,497.02495
-464.639015,1000,538.43107
-450.316403,1000,580.191853
-466.273741,1000,620.932577
-346.190418,1000,661.543853
-433.648139,1000,703.716027
-462.406206,1000,744.985676
-234.81238,1000,785.887497
-231.176047,1000,825.686564
-591.133539,1000,866.699346
-261.447613,1000,906.76711
-514.70385,1000,947.429193
-238.200924,1000,988.430679
-255.820739,1000,1029.932723
-279.274582,1000,1071.180379
-765.946975,1000,1113.195174
-258.569737,1000,1155.328555
-359.217107,1000,1196.880615
-269.550374,1000,1237.415841
-189.655007,1000,1278.02682
-251.667227,1000,1319.806448
-204.208882,1000,1359.822574
-208.727753,1000,1401.773123
-473.733548,1000,1442.447291
-240.044074,1000,1482.40077
-207.747751,1000,1521.443537
-602.859314,1000,1562.826185
-744.024678,1000,1603.437531
-285.868919,1000,1645.297586
-426.35363,1000,1685.927358
-429.437122,1000,1727.835225
-182.954893,1000,1769.714896
-448.420657,1000,1811.370703
-221.497437,1000,1852.914076
-203.951384,1000,1891.533654
-229.011204,1000,1930.546413
-657.217681,1000,1970.322359
-578.20105,1000,2011.381317
-227.381623,1000,2052.341995
-238.023481,1000,2093.586679
-235.495081,1000,2134.681364
-187.330106,1000,2176.786962
-213.722824,1000,2219.308544
-183.662732,1000,2260.295066
-175.43302,1000,2298.656497
-327.982074,1000,2339.610156
-462.525183,1000,2380.424341
-190.867986,1000,2421.307622
-195.12065,1000,2461.515818
-202.248624,1000,2503.477584
-309.838276,1000,2546.676338
-182.954748,1000,2588.806681
-184.666267,1000,2631.119697
-187.728529,1000,2673.625507
-199.300647,1000,2715.331546
-504.304117,1000,2757.214375
-248.06212,1000,2799.748077
-206.332165,1000,2843.390786
-212.386053,1000,2887.153624
-177.32157,1000,2932.443218
-197.242881,1000,2975.627951
-222.497149,1000,3017.86511
-219.754854,1000,3057.82055
-183.239312,1000,3099.990525
-541.427411,1000,3141.950706
-732.412081,1000,3184.159217
-196.924169,1000,3225.627354
-185.351933,1000,3269.437567
-203.072688,1000,3310.955388
-185.74333,1000,3354.118564
-869.987247,1000,3397.035527
-205.24731,1000,3440.682511
-184.181867,1000,3484.522581
-255.965788,1000,3527.148703
-179.699086,1000,3570.032517
-274.88549,1000,3613.353995
-181.730375,1000,3655.520701
-194.503857,1000,3696.827767
-214.993034,1000,3738.413049
-254.973325,1000,3780.791624
-176.272177,1000,3823.30284
-231.649029,1000,3867.069389
-173.126479,1000,3910.967664
-173.284565,1000,3953.194986
-222.736024,1000,3995.271504
-207.854064,1000,4037.523654
-234.11607,1000,4079.866659
-213.314072,1000,4122.50315
-232.977916,1000,4164.907014
-638.303755,1000,4206.070827
-176.249901,1000,4250.543316
-199.846427,1000,4293.696642
-239.080213,1000,4337.85305
-197.615754,1000,4381.961653
-310.529548,1000,4423.237756
-242.427413,1000,4466.383544
-144.366865,1000,4510.3704
-228.281063,1000,4554.210912
-185.353073,1000,4597.862135
-219.180197,1000,4640.537939
-238.623738,1000,4683.365038
-261.312426,1000,4725.68786
-225.101909,1000,4769.088229
-195.796032,1000,4812.906123
-191.105318,1000,4857.178691
-181.590187,1000,4897.033697
-244.496266,1000,4937.522089
-282.406518,1000,4979.749947
-222.039824,1000,5021.345425
-282.927294,1000,5064.637003
-168.817498,1000,5106.804058
-254.027827,1000,5149.468224
