#{"t_start": 1785346448.918745, "env_id": "UR10E-pgp-v0"}
r,l,t
-507.638031,1000,52.353964
-293.073095,1000,92.896837
-517.185527,1000,133.56473
-210.342518,1000,174.860202
-387.420799,1000,216.050205
-222.353284,1000,257.156749
-368.136466,1000,297.678556
-203.922231,1000,338.349568
-303.292463,1000,378.73514
-207.964312,1000,419.153507
-459.804595,1000,459.764829
-205.890671,1000,500.428363
-454.265488,1000,541.837801
-189.857152,1000,583.600051
-298.169263,1000,624.341219
-321.261976,1000,664.951814
-371.03359,1000,707.121961
-229.018707,1000,748.393584
-253.55041,1000,789.295931
-223.384052,1000,829.089542
-198.322526,1000,870.105285
-203.217503,1000,910.175228
-223.484305,1000,950.837208
-199.319305,1000,991.838373
-483.199052,1000,1033.340419
-199.745084,1000,1074.58865
-465.758936,1000,1116.603032
-1045.275535,1000,1158.735772
-190.278217,1000,1200.288872
-187.86698,1000,1240.822999
-477.889089,1000,1281.43478
-199.757617,1000,1323.214294
-188.453548,1000,1363.230254
-205.568585,1000,1405.180351
-233.820177,1000,1445.855872
-276.578588,1000,1485.808714
-184.705153,1000,1524.85032
-287.600373,1000,1566.233655
-213.937894,1000,1606.845307
-236.767915,1000,1648.705188
-274.599207,1000,1689.335097
-270.086236,1000,1731.243434
-201.722522,1000,1773.123022
-322.49142,1000,1814.778438
-188.911201,1000,1856.321962
-200.518041,1000,1894.941777
-191.665081,1000,1933.954644
-211.488763,1000,1973.729599
-289.553084,1000,2014.789326
-212.333281,1000,2055.748437
-323.687639,1000,2096.994503
-200.746002,1000,2138.089075
-192.619464,1000,2180.194224
-203.169113,1000,2222.71613
-200.449676,1000,2263.701725
-179.486054,1000,2302.06406
-228.025527,1000,2343.017726
-178.846068,1000,2383.831807
-244.31324,1000,2424.715224
-185.058052,1000,2464.923443
-238.643272,1000,2506.885838
-199.092562,1000,2550.083615
-213.692233,1000,2592.213615
-392.644062,1000,2634.527846
-184.319875,1000,2677.032121
-186.228349,1000,2718.738713
-194.381537,1000,2760.621788
-173.412222,1000,2803.155542
-152.717321,1000,2846.797544
-227.852367,1000,2890.561207
-407.595191,1000,2935.848921
-260.712137,1000,2979.035201
-185.910214,1000,3021.272921
-197.82771,1000,3061.227898
-223.953613,1000,3103.397623
-209.191222,1000,3145.358297
-178.342218,1000,3187.565575
-199.093745,1000,3229.034895
-135.008214,1000,3272.844206
-180.258547,1000,3314.362811
-171.820171,1000,3357.526172
-183.097094,1000,3400.44248
-229.956397,1000,3444.090269
-192.532444,1000,3487.92927
-185.442697,1000,3530.555567
-194.986469,1000,3573.440389
-224.331623,1000,3616.760738
-341.775128,1000,3658.926351
-195.200683,1000,3700.234149
-204.212359,1000,3741.820798
-213.343178,1000,3784.198808
-174.791344,1000,3826.709857
-759.852672,1000,3870.475525
-546.318573,1000,3914.37478
-175.895479,1000,3956.601163
-422.835403,1000,3998.678984
-245.266856,1000,4040.93168
-455.294323,1000,4083.270544
-179.04375,1000,4125.910277
-200.810118,1000,4168.314864
-256.356908,1000,4209.477598
-176.258232,1000,4253.95032
-195.914243,1000,4297.104513
-183.007489,1000,4341.259636
-197.858821,1000,4385.368728
-349.332039,1000,4426.644581
-193.447734,1000,4469.790982
-253.021329,1000,4513.777563
-234.249933,1000,4557.617728
-217.965299,1000,4601.268867
-265.5554,1000,4643.943626
-442.81498,1000,4686.772118
-329.729178,1000,4729.09526
-201.656655,1000,4772.495507
-194.167368,1000,4816.312186
-500.907294,1000,4860.585582
-252.002487,1000,4900.440764
-213.932201,1000,4940.929128
-176.920105,1000,4983.156936
-213.529068,1000,5024.750054
-690.053809,1000,5068.043528
-179.200345,1000,5110.211028
-188.525914,1000,5152.874242
