#{"t_start": 1784552125.569473, "env_id": "UR10E-pgp-v0"}
r,l,t
-702.93458,1000,24.450842
-411.68234,1000,79.917953
-821.545659,1000,134.087444
-856.887384,1000,191.16719
-416.591212,1000,247.563784
-409.992561,1000,304.57335
-488.387916,1000,361.297147
-403.262307,1000,418.675128
-490.242758,1000,476.327751
-399.259598,1000,533.624063
-346.033209,1000,591.088658
-444.168405,1000,648.622227
-281.971885,1000,706.105381
-295.23114,1000,760.484934
-292.457143,1000,817.062202
-321.98146,1000,873.673175
-326.139886,1000,930.761007
-262.629704,1000,988.542713
-299.022119,1000,1045.243837
-241.229894,1000,1103.050375
-328.709544,1000,1161.139737
-263.724381,1000,1219.225787
-295.548418,1000,1277.681546
-264.633274,1000,1336.296733
-248.786466,1000,1390.542127
-278.873039,1000,1447.07315
-215.017329,1000,1505.546449
-255.77876,1000,1563.1317
-239.997553,1000,1619.343848
-249.890186,1000,1674.697546
-266.277823,1000,1729.18697
-588.189187,1000,1784.389746
-260.003748,1000,1838.587023
-218.119735,1000,1893.229738
-221.652194,1000,1947.820639
-296.675428,1000,2002.795141
-237.200031,1000,2057.432975
-269.113285,1000,2112.100535
-211.65143,1000,2167.012352
-254.106014,1000,2221.689363
-268.336628,1000,2276.175516
-370.014065,1000,2330.747798
-251.650213,1000,2349.172703
-275.802623,1000,2403.700793
-303.595764,1000,2458.438773
-259.951776,1000,2513.090539
-257.043201,1000,2567.693017
-241.801151,1000,2622.463531
-253.474092,1000,2676.973833
-281.298554,1000,2731.452753
-479.640488,1000,2786.080241
-307.220705,1000,2840.509203
-259.417616,1000,2898.346136
-243.738585,1000,2956.891657
-349.510243,1000,3012.589554
-204.545425,1000,3070.495733
-271.584678,1000,3124.542066
-195.602364,1000,3183.663986
-282.303229,1000,3241.392313
-235.217542,1000,3296.577799
-216.224648,1000,3351.715622
-325.33687,1000,3406.552585
-215.1264,1000,3462.748337
-279.957204,1000,3518.564164
-238.273807,1000,3574.776518
-237.820103,1000,3632.973227
-222.242462,1000,3689.768083
-203.48254,1000,3747.832243
-216.969366,1000,3807.1609
-213.553074,1000,3863.387104
-184.705261,1000,3921.290197
-216.090828,1000,3978.329026
-293.987783,1000,4035.542623
-200.937546,1000,4090.814897
-219.498863,1000,4146.568751
-405.14834,1000,4202.702813
-287.498922,1000,4258.052305
-273.541849,1000,4314.956507
-243.955205,1000,4370.847397
-229.797193,1000,4427.560517
-180.83166,1000,4484.474285
-242.260194,1000,4541.216038
-237.747874,1000,4598.127136
-241.436355,1000,4655.306197
-225.314176,1000,4711.49147
-199.62888,1000,4730.656809
-294.041778,1000,4785.674897
-241.382274,1000,4840.388737
-243.300127,1000,4895.174659
-262.97212,1000,4949.822261
-257.343864,1000,5004.809114
-297.831494,1000,5059.693735
-229.239733,1000,5113.793034
-230.780574,1000,5171.096143
-249.269537,1000,5226.871291
-589.309927,1000,5282.888926
-268.813425,1000,5340.02458
-310.795926,1000,5396.22679
-372.484328,1000,5451.209565
-283.379951,1000,5506.263763
-312.379511,1000,5561.207824
-204.80993,1000,5616.092064
-339.910514,1000,5671.066147
-236.89361,1000,5726.210302
-264.910171,1000,5781.328709
-262.699497,1000,5836.217886
-220.103533,1000,5891.172795
-225.584331,1000,5946.29983
-231.350636,1000,6001.541483
-418.902848,1000,6056.5206
-260.047664,1000,6111.63109
-211.697518,1000,6168.040252
-275.062521,1000,6223.457387
-242.367328,1000,6279.747826
-241.166961,1000,6336.302233
-262.636078,1000,6394.085506
-259.970413,1000,6453.02078
-226.127944,1000,6512.557561
-212.692682,1000,6570.619883
-335.533038,1000,6625.887427
-242.306034,1000,6681.143053
-198.057007,1000,6736.21301
-181.347509,1000,6791.213781
-269.065542,1000,6846.58437
-309.256119,1000,6901.836828
-210.391598,1000,6956.830684
-187.821911,1000,7016.92737
-205.960897,1000,7038.492797
-250.149677,1000,7100.623837
