#{"t_start": 1785346447.8482792, "env_id": "UR10E-pgp-v0"}
r,l,t
-551.059598,1000,53.412755
-369.48538,1000,93.95902
-435.174979,1000,134.627305
-261.62167,1000,175.922618
-395.993142,1000,217.112372
-223.648581,1000,258.218864
-241.892866,1000,298.741078
-252.906462,1000,339.411979
-196.086773,1000,379.797458
-309.789269,1000,420.216506
-326.702826,1000,460.827387
-451.154102,1000,501.486564
-323.721469,1000,542.898892
-654.89244,1000,584.662778
-259.60129,1000,625.403903
-233.980477,1000,666.014605
-242.030641,1000,708.1831
-233.946372,1000,749.455922
-340.895278,1000,790.358928
-495.517738,1000,830.14813
-263.88534,1000,871.166338
-178.09388,1000,911.238024
-671.056342,1000,951.899988
-202.063592,1000,992.900977
-199.755591,1000,1034.40334
-227.011062,1000,1075.651234
-669.11561,1000,1117.666006
-340.319739,1000,1159.798071
-317.959689,1000,1201.351534
-339.670306,1000,1241.886068
-263.373026,1000,1282.49769
-225.972649,1000,1324.276857
-207.543423,1000,1364.292745
-207.574225,1000,1406.242795
-237.857115,1000,1446.918158
-358.508021,1000,1486.871529
-200.987412,1000,1525.911335
-181.832999,1000,1567.295891
-214.870582,1000,1607.907687
-202.86929,1000,1649.768158
-325.332594,1000,1690.397963
-218.23843,1000,1732.305735
-471.885465,1000,1774.185266
-226.141898,1000,1815.840668
-175.97049,1000,1857.384465
-333.033772,1000,1896.004235
-1267.04969,1000,1935.01705
-196.292984,1000,1974.792001
-215.941828,1000,2015.852502
-429.498381,1000,2056.809895
-224.149111,1000,2098.056736
-194.212718,1000,2139.151574
-276.213796,1000,2181.256896
-394.605496,1000,2223.778432
-260.425514,1000,2264.763185
-173.239125,1000,2303.126525
-198.518885,1000,2344.080604
-232.081631,1000,2384.892821
-304.879276,1000,2425.777371
-264.288192,1000,2465.985475
-216.560794,1000,2507.94877
-407.619324,1000,2551.145841
-240.269451,1000,2593.276355
-205.347115,1000,2635.590445
-320.96478,1000,2678.093521
-213.772331,1000,2719.801376
-185.991481,1000,2761.683738
-272.828588,1000,2804.21761
-189.333044,1000,2847.85941
-215.243407,1000,2891.622288
-904.993022,1000,2936.910727
-432.655046,1000,2980.096927
-223.737013,1000,3022.335588
-219.442893,1000,3062.290528
-186.564166,1000,3104.459733
-250.053544,1000,3146.421104
-226.927765,1000,3188.627911
-201.405007,1000,3230.097248
-213.808233,1000,3273.906576
-222.918331,1000,3315.425096
-185.880046,1000,3358.588564
-260.570435,1000,3401.504982
-273.888586,1000,3445.151042
-134.623103,1000,3488.991238
-181.178938,1000,3531.617686
-207.506184,1000,3574.501872
-184.273584,1000,3617.823243
-216.704725,1000,3659.987562
-201.817167,1000,3701.295615
-287.963048,1000,3742.882866
-202.727656,1000,3785.260676
-205.400341,1000,3827.771689
-171.466346,1000,3871.53726
-216.466671,1000,3915.436605
-174.6838,1000,3957.663291
-349.695765,1000,3999.74115
-463.92823,1000,4041.994327
-172.444901,1000,4084.333142
-222.117275,1000,4126.973025
-332.714992,1000,4169.376972
-194.97894,1000,4210.539857
-206.222227,1000,4255.011588
-235.192192,1000,4298.166936
-262.115938,1000,4342.320695
-188.129311,1000,4386.430503
-281.618231,1000,4427.706744
-250.497022,1000,4470.852302
-179.370168,1000,4514.839452
-310.28531,1000,4558.679529
-185.152358,1000,4602.331038
-412.45115,1000,4645.005575
-184.606572,1000,4687.833579
-250.896385,1000,4730.157121
-183.474662,1000,4773.557207
-279.382585,1000,4817.374234
-206.089242,1000,4861.647164
-554.825464,1000,4901.503226
-218.273989,1000,4941.991718
-282.057716,1000,4984.219396
-192.324707,1000,5025.810145
-885.339347,1000,5069.105338
-212.721581,1000,5111.272309
-193.361714,1000,5153.935999
