#{"t_start": 1784552126.2551427, "env_id": "UR10E-pgp-v0"}
r,l,t
-699.071203,1000,23.770222
-956.610267,1000,79.236872
-710.284945,1000,133.406379
-753.735681,1000,190.486092
-764.112577,1000,246.883001
-535.871502,1000,303.892559
-365.050608,1000,360.615979
-398.922444,1000,417.994034
-428.731059,1000,475.646586
-328.822914,1000,532.942913
-380.778167,1000,590.407431
-345.850539,1000,647.941192
-310.749203,1000,705.424585
-353.56271,1000,759.804008
-273.880026,1000,816.381339
-302.104598,1000,872.992244
-274.880869,1000,930.080031
-309.722547,1000,987.861847
-308.040391,1000,1044.56282
-276.304383,1000,1102.369655
-305.706005,1000,1160.458796
-275.406492,1000,1218.544992
-314.331745,1000,1277.000581
-265.638434,1000,1335.61908
-319.683125,1000,1389.861777
-282.111347,1000,1446.392075
-292.730372,1000,1504.865592
-227.098373,1000,1562.451218
-235.887557,1000,1618.662818
-245.805661,1000,1674.016974
-254.498872,1000,1728.505883
-234.004036,1000,1783.708835
-257.321241,1000,1837.906246
-238.468557,1000,1892.548755
-274.225064,1000,1947.139727
-253.403778,1000,2002.114182
-251.68617,1000,2056.752084
-271.644706,1000,2111.419947
-245.492268,1000,2166.331629
-271.174203,1000,2221.008482
-223.851543,1000,2275.494809
-287.454761,1000,2330.067026
-227.936507,1000,2348.491872
-228.966268,1000,2403.01986
-239.039971,1000,2457.75814
-266.785835,1000,2512.409572
-213.303689,1000,2567.01237
-268.581354,1000,2621.78277
-235.152404,1000,2676.292842
-254.710593,1000,2730.772124
-296.967498,1000,2785.399347
-223.262533,1000,2839.828155
-247.235169,1000,2897.66557
-262.941611,1000,2956.210776
-221.348593,1000,3011.908675
-269.986726,1000,3069.815017
-302.538244,1000,3123.861093
-202.486852,1000,3182.983181
-282.094469,1000,3240.712304
-230.013149,1000,3295.89729
-264.505737,1000,3351.034532
-225.822245,1000,3405.871778
-235.672507,1000,3462.067636
-190.582599,1000,3517.883746
-243.803688,1000,3574.09562
-336.046154,1000,3632.292403
-228.5221,1000,3689.087391
-234.982442,1000,3747.151403
-252.485257,1000,3806.480228
-310.480987,1000,3862.706367
-235.097224,1000,3920.610192
-201.316988,1000,3977.648195
-413.925618,1000,4034.861791
-237.338,1000,4090.134144
-230.805836,1000,4145.887988
-572.393928,1000,4202.021962
-240.694063,1000,4257.371329
-235.443556,1000,4314.275478
-240.447914,1000,4370.1668
-227.618357,1000,4426.879574
-196.694328,1000,4483.793299
-248.037123,1000,4540.535203
-219.649741,1000,4597.446186
-262.124726,1000,4654.625612
-289.433749,1000,4710.810593
-214.087842,1000,4729.976024
-249.223749,1000,4784.993955
-270.284727,1000,4839.707958
-456.111601,1000,4894.493647
-221.419846,1000,4949.141876
-289.049283,1000,5004.128232
-243.478564,1000,5059.012773
-213.717811,1000,5113.1122
-232.477518,1000,5170.415421
-274.453007,1000,5226.190502
-264.303654,1000,5282.208455
-210.793366,1000,5339.343782
-256.75046,1000,5395.545896
-219.464611,1000,5450.528888
-232.898103,1000,5505.583
-196.891913,1000,5560.527307
-253.565816,1000,5615.411329
-249.640384,1000,5670.385283
-269.607826,1000,5725.529592
-235.74594,1000,5780.647892
-221.439553,1000,5835.537184
-246.838523,1000,5890.492054
-383.072085,1000,5945.619192
-201.725644,1000,6000.860649
-247.503523,1000,6055.839776
-227.057072,1000,6110.950286
-278.248521,1000,6167.359433
-244.556424,1000,6222.776655
-259.528118,1000,6279.067232
-197.715416,1000,6335.621485
-239.929129,1000,6393.405046
-240.431259,1000,6452.340131
-276.523365,1000,6511.877019
-237.883363,1000,6569.939168
-212.393133,1000,6625.206898
-241.12114,1000,6680.462366
-250.637895,1000,6735.532151
-246.254278,1000,6790.533144
-228.84446,1000,6845.904132
-236.732895,1000,6901.1562
-315.040306,1000,6956.149809
-226.542895,1000,7016.246517
-253.748038,1000,7037.811924
-387.860883,1000,7099.943939
-226.311679,1000,7162.176166
-201.777142,1000,7219.819432
-245.238973,1000,7277.033025
-255.626357,1000,7333.975535
-275.4757,1000,7390.599342
-240.648496,1000,7447.311543
-274.653946,1000,7504.363863
-248.22821,1000,7560.416852
-245.703071,1000,7617.262811
-221.208601,1000,7672.150826
-314.000054,1000,7729.124663
-195.002846,1000,7787.521245
-193.765358,1000,7846.950383
-263.428292,1000,7909.735781
-246.639031,1000,7973.075848
-489.676031,1000,8036.83463
-196.304566,1000,8092.692416
-258.825124,1000,8148.255173
-228.221179,1000,8203.268499
-317.337958,1000,8258.116957
-217.6997,1000,8314.503717
-218.911649,1000,8372.030416
-213.286764,1000,8429.1267
-243.108779,1000,8487.945223
-220.751099,1000,8546.867125
-215.362758,1000,8606.152022
-244.035568,1000,8663.429907
-239.853066,1000,8721.354528
-220.304173,1000,8778.939727
-237.364033,1000,8836.917998
-236.508455,1000,8893.816412
-204.002833,1000,8954.28668
-213.625335,1000,9018.286256
-189.326666,1000,9078.105074
-211.107847,1000,9137.454232
-333.195412,1000,9195.852311
-257.584408,1000,9251.274332
-255.871337,1000,9307.528659
-193.984393,1000,9371.293839
-196.889575,1000,9433.732039
-288.414601,1000,9496.519994
-208.047027,1000,9518.087265
