#{"t_start": 1784552127.9071624, "env_id": "UR10E-pgp-v0"}
r,l,t
-1032.84002,1000,22.129734
-933.096675,1000,77.596021
-1100.845873,1000,131.765487
-795.358881,1000,188.84507
-666.095302,1000,245.241956
-471.57367,1000,302.251832
-367.670181,1000,358.974979
-356.165295,1000,416.353369
-454.19655,1000,474.005706
-405.596306,1000,531.302421
-338.310049,1000,588.76634
-331.200083,1000,646.300505
-310.175307,1000,703.78388
-299.605139,1000,758.163185
-401.202849,1000,814.741149
-277.041379,1000,871.35144
-284.784636,1000,928.439716
-279.808871,1000,986.221087
-263.471644,1000,1042.922437
-318.900511,1000,1100.729052
-326.757574,1000,1158.818033
-268.412946,1000,1216.904516
-285.832024,1000,1275.360022
-241.142892,1000,1333.981989
-279.555616,1000,1388.221106
-278.355752,1000,1444.751137
-351.88835,1000,1503.224809
-261.270077,1000,1560.812002
-261.741549,1000,1617.022541
-213.747826,1000,1672.376657
-266.244196,1000,1726.864767
-275.981528,1000,1782.068455
-252.910704,1000,1836.265238
-403.351139,1000,1890.908255
-257.710288,1000,1945.499228
-287.076521,1000,2000.473651
-310.338585,1000,2055.11138
-271.797344,1000,2109.779054
-276.185426,1000,2164.691023
-230.470254,1000,2219.368232
-262.063278,1000,2273.853909
-255.245207,1000,2328.426
-254.354645,1000,2346.851292
-247.506818,1000,2401.379159
-256.395899,1000,2456.117278
-262.823204,1000,2510.768962
-281.589665,1000,2565.371477
-263.960401,1000,2620.142308
-252.525529,1000,2674.652398
-217.940862,1000,2729.131453
-332.835868,1000,2783.758455
-249.245951,1000,2838.187667
-258.224571,1000,2896.02495
-273.270066,1000,2954.570096
-240.446084,1000,3010.268269
-230.671173,1000,3068.174212
-272.323231,1000,3122.220668
-226.631493,1000,3181.342438
-233.690593,1000,3239.072889
-213.745096,1000,3294.256912
-244.48922,1000,3349.393831
-206.856555,1000,3404.231295
-200.334636,1000,3460.427169
-223.904448,1000,3516.244329
-267.514001,1000,3572.455763
-207.310031,1000,3630.652207
-209.421248,1000,3687.447559
-210.463093,1000,3745.511855
-208.683281,1000,3804.840706
-526.553724,1000,3861.066103
-311.059277,1000,3918.971481
-211.372448,1000,3976.007969
-239.072534,1000,4033.221508
-237.626183,1000,4088.493697
-219.478899,1000,4144.247941
-207.228815,1000,4200.381701
-219.467772,1000,4255.730874
-300.990601,1000,4312.635286
-216.517653,1000,4368.525911
-269.517967,1000,4425.239802
-224.53904,1000,4482.152909
-340.905978,1000,4538.89489
-214.261233,1000,4595.805633
-252.452728,1000,4652.985513
-241.440791,1000,4709.170951
-253.671485,1000,4728.335492
-241.725154,1000,4783.353302
-206.058591,1000,4838.067493
-321.228018,1000,4892.853333
-270.581733,1000,4947.501629
-236.377818,1000,5002.487935
-238.116825,1000,5057.372089
-408.705434,1000,5111.471639
-237.335656,1000,5168.778614
-242.189527,1000,5224.550381
-230.888009,1000,5280.568639
-223.689759,1000,5337.703488
-201.115109,1000,5393.905953
-299.206362,1000,5448.88887
-238.767492,1000,5503.94262
-211.524929,1000,5558.886955
-222.171289,1000,5613.770996
-242.999355,1000,5668.745079
-237.498741,1000,5723.889314
-255.597027,1000,5779.007551
-239.602378,1000,5833.896889
-238.01584,1000,5888.851843
-234.794106,1000,5943.979158
-218.91129,1000,5999.220646
-286.035849,1000,6054.199778
-273.535845,1000,6109.309779
-256.725083,1000,6165.719159
-510.454157,1000,6221.136323
-242.513104,1000,6277.426906
-264.207292,1000,6333.981248
-255.854428,1000,6391.764983
-239.353167,1000,6450.700124
-218.251414,1000,6510.236644
-232.202752,1000,6568.298646
-337.63575,1000,6623.566231
-481.810908,1000,6678.822095
-217.489394,1000,6733.891937
-247.425241,1000,6788.894037
-228.867456,1000,6844.264335
-210.991642,1000,6899.516203
-226.30348,1000,6954.509442
-237.963175,1000,7014.609253
-236.265034,1000,7036.172034
-258.846601,1000,7098.305946
-238.43687,1000,7160.535912
-264.218649,1000,7218.179314
-283.177889,1000,7275.395023
-322.654034,1000,7332.338771
-414.279961,1000,7388.960686
-318.158995,1000,7445.672445
-264.819374,1000,7502.724093
-276.891552,1000,7558.796459
-274.705034,1000,7615.622811
-197.491697,1000,7670.510783
-229.161213,1000,7727.484772
-235.681759,1000,7785.880927
-212.398223,1000,7845.313145
-280.415788,1000,7908.096986
-290.243537,1000,7971.436406
-197.508545,1000,8035.195755
-278.101884,1000,8091.052164
-216.659027,1000,8146.614869
-270.788454,1000,8201.628442
-226.317976,1000,8256.476661
-228.034532,1000,8312.864646
-199.966748,1000,8370.390753
-225.288511,1000,8427.486805
